english,pos,lang1_form,language,candidate_form,similarity,method,sentence_id,sentence_length
world,NN,mógo,lang6,mṍgo,0.8889,parallel,95,8
new,JJ,nérili,lang6,nẽ́rili,1.0,parallel,95,8
language,NN,lóruma,lang6,lórumã,1.0,parallel,95,8
to learn,VB,sérimi,lang6,izérimĩgemẽ,1.0,parallel,95,8
to look,VB,vérima,lang2,hérì,0.6,parallel,9,13
two,CARD,po,lang2,pù,0.5,parallel,9,13
two,CARD,po,lang2,pù,0.5,parallel,9,13
to give,VB,tórumu,lang2,tórúmúbú,1.0,parallel,9,13
like,ADP,tírimi,lang2,fàlúmúnù,0.875,parallel,9,13
video,NN,tóralu,lang6,tóralugóruamã,1.0,parallel,80,6
life,NN,múranu,lang6,mĩ́ranũnẽ́rili,1.0,parallel,80,6
many,DT,zéreni,lang6,dzérenĩ,0.9231,parallel,80,6
video,NN,tóralu,lang6,tóralutóralu,1.0,parallel,80,6
to create,VB,góruamu,lang6,ugóruamũmũ,1.0,parallel,80,6
cat,NN,mázumu,lang2,Màngúmúgù,0.7059,parallel,46,3
bird,NN,túrumu,lang2,túúrúmú,0.9231,parallel,46,3
to chase,VB,dárumu,lang2,àdàrúmúmú,1.0,parallel,46,3
cat,NN,mázumu,lang4,Mã̀zúmṹgù,0.875,parallel,34,4
beautiful,JJ,lúmuralu,lang4,lúúmṹràlú,0.9412,parallel,34,4
tree,NN,kóramudógoru,lang4,kíírímĩ́dógùrúlú,0.8966,parallel,34,4
to climb,VB,fárumu,lang4,úvàrúmṹmṹ,1.0,parallel,34,4
hand,NN,lóra,lang3,Nṹlóràdãã,0.9412,parallel,53,2
to ache,VB,kérimi,lang3,kérímĩ́mĩ,1.0,parallel,53,2
student,NN,dóruma,lang4,Ðdórúmã̀gù,0.8235,parallel,87,3
leg,NN,néri,lang4,nẽ́rídì,0.8333,parallel,87,3
to hit,VB,tórumo,lang4,údórúmũ̀dórúmã̀mṹ,0.9333,parallel,87,3
beautiful,JJ,lúmuralu,lang7,lúúmṹròlú,0.8235,parallel,78,4
eye,NN,múru,lang7,pùmṹṹrúdù,0.7059,parallel,78,4
to ensure,VB,sérimi,lang7,íngérímĩ́mĩ,0.8421,parallel,78,4
beautiful,JJ,lúmuralu,lang7,lúúmṹròlú,0.8235,parallel,26,5
flower,NN,kírimi,lang7,qíírímĩ́gíírímĩ,0.8462,parallel,26,5
spring,NN,vóruma,lang7,vvórúmõ̀nṹ,0.8235,parallel,26,5
to count,VB,kérimi,lang7,ígérímĩ́mĩ,1.0,parallel,26,5
classroom,NN,kórumu,lang6,Kórumũnũ,1.0,parallel,48,4
twenty,CARD,kádi,lang6,qadingérenãnĩ,0.9231,parallel,48,4
student,NN,dóruma,lang6,þadórumãdórumã,0.9231,parallel,48,4
to be surprised,VB,vóruza,lang6,izamĩmĩ,1.0,parallel,48,4
scholar,NN,zúradóruma,lang6,dzúradórumãgo,0.9231,parallel,51,5
library,NN,pánuru,lang6,panũrunũ,1.0,parallel,51,5
two,CARD,po,lang6,pogadingérebe,1.0,parallel,51,5
book,NN,ládamóluru,lang6,mṍlurumṍluru,1.0,parallel,51,5
if,CONJ,héré,lang3,Héré,1.0,parallel,19,11
eight,CARD,ú,lang3,úú,0.6667,parallel,19,11
snack,NN,sánomu,lang3,sànõmṹ,1.0,parallel,19,11
to give,VB,tórumu,lang3,údrúmṹbú,0.9412,parallel,19,11
very,RB,zúra,lang3,tàzúúrãã,0.6667,parallel,19,11
happy,JJ,férimala,lang3,férímã̀lãã,0.9412,parallel,19,11
to be surprised,VB,vóruza,lang3,ízàmĩ́gemĩ,1.0,parallel,19,11
to chase,VB,dárumu,lang2,Þàdàrúmùdórúmàgùùg,0.7273,parallel,56,5
spring,NN,vóruma,lang2,vvórúmànú,0.9412,parallel,56,5
eight,CARD,ú,lang2,úú,0.6667,parallel,56,5
fox,NN,vúlumu,lang2,bbúúlúmúbúúlúmú,0.7407,parallel,56,5
to chase,VB,dárumu,lang2,àdàrúmúmú,1.0,parallel,56,5
to chase,VB,dárumu,lang6,Þadarumõdórumãgo,0.9032,parallel,18,6
ten,CARD,vézi,lang6,bvézi,0.8889,parallel,18,6
tool,NN,tógoru,lang6,tógorudógoru,1.0,parallel,18,6
to need,VB,dézimi,lang6,idézimĩmĩ,1.0,parallel,18,6
bird,NN,túrumu,lang6,túrumũ,1.0,parallel,18,6
to find,VB,kélimi,lang6,igélimĩgemẽ,1.0,parallel,18,6
to chase,VB,dárumu,lang3,Þàdàrúmõdrúmã̀gook,0.875,parallel,41,5
field,NN,xóronu,lang3,xóronṹnṹ,1.0,parallel,41,5
ten,CARD,vézi,lang3,tàvézíngérenã̀nĩ,0.9286,parallel,41,5
target,NN,tórunu,lang3,trúnṹdrúnṹ,0.9091,parallel,41,5
to hit,VB,tórumo,lang3,údrúmõdrúmã̀mĩ,0.9286,parallel,41,5
this,DT,kogo,lang7,Kùgù,0.5,parallel,36,8
student,NN,dóruma,lang7,ngdórúmõ̀ngò,0.5882,parallel,36,8
long ago,RB,lóruma,lang7,lórúmõ̀lórúmõ̀ngò,0.7407,parallel,36,8
to speak,VB,tálimi,lang7,ídèlímĩ́mĩ,0.8889,parallel,36,8
project,VB,gérimi,lang7,nggérímĩ,0.8571,parallel,36,8
to finish,VB,dérimi,lang7,ídérímĩ,1.0,parallel,36,8
to need,VB,dézimi,lang7,ídèlímĩ́mĩ,0.8889,parallel,36,8
frankly,RB,xérali,lang7,Xérèlí,0.8333,parallel,10,5
now,RB,hére,lang7,hérì,0.75,parallel,10,5
coffee,NN,kávuru,lang7,kòvúrúngúúròngò,0.56,parallel,10,5
to be surprised,VB,vóruza,lang7,íngèmĩ́mĩ,0.6667,parallel,10,5
snack,NN,sánomu,lang4,sànĩ́mṹnã̀rú,1.0,parallel,46,4
to be surprised,VB,vóruza,lang4,ízàmĩ́mĩ,1.0,parallel,46,4
student,NN,dóruma,lang2,Þàdórúmàgù,0.7778,parallel,44,7
to be surprised,VB,vóruza,lang2,íngàmímí,0.8,parallel,44,7
and,CONJ,hére,lang2,hérì,0.75,parallel,44,7
always,RB,zérani,lang2,ngéràní,0.7692,parallel,44,7
to sleep,VB,órumo,lang2,órúmù,0.8,parallel,44,7
to want,VB,vézimi,lang2,ígéngímímí,0.7368,parallel,44,7
scholar,NN,zúradóruma,lang5,dngúràmàgungúràngúràmàgungúra,0.7547,parallel,67,7
kind,JJ,sólurulu,lang5,hóluruhólurulu,0.8571,parallel,67,7
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,67,7
scholar,NN,zúradóruma,lang5,dngúràqgéringúràqgéri,0.7568,parallel,67,7
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,67,7
this,DT,kogo,lang5,Kogo,1.0,parallel,26,9
computer,NN,kómuru,lang5,kómuru,1.0,parallel,26,9
helpful,JJ,gérimilu,lang5,hólurungólurulu,1.0,parallel,26,9
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,26,9
or,CONJ,hére,lang5,hére,1.0,parallel,26,9
this,DT,kogo,lang5,Kogo,1.0,parallel,26,9
damn,NN,kérim,lang5,qérimoshtórumodóruma,0.95,parallel,26,9
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,26,9
serious,JJ,xórumo,lang4,Xórúmũ̀ghórúmũ,0.8462,parallel,4,5
to chase,VB,dárumu,lang4,ðdàrúmũ̀dórúmã̀gù,0.8276,parallel,4,5
karaoke,NN,kánara,lang4,kànã̀ràlú,1.0,parallel,4,5
snow,NN,súnaru,lang6,súnãruzanõmũlu,1.0,parallel,82,5
to be surprised,VB,vóruza,lang6,izamĩmĩ,1.0,parallel,82,5
to fish,VB,bílega,lang2,níímìràqgì,0.6316,parallel,102,4
to fish,VB,bílega,lang2,þàbíílìqgàmí,0.5556,parallel,102,4
to fish,VB,bílega,lang2,níímìràqgì,0.6667,parallel,102,4
to fish,VB,bílega,lang2,þàbíílìqgàmí,0.7,parallel,102,4
very,RB,zúra,lang4,dzúúrã,0.8,parallel,62,4
to pass,VB,fárumu,lang4,fàrúmṹdàrúmṹmṹ,1.0,parallel,62,4
calculation,NN,kérim,lang7,Kérímĩ̀shdérímõ̀gòòg,0.8571,parallel,38,4
calculation,NN,kérim,lang7,qérímĩ̀shlí,0.8,parallel,38,4
scholar,NN,zúradóruma,lang7,hérímĩ́nĩ́ngérèdèrímẽ̀ngè,0.65,parallel,38,4
to be surprised,VB,vóruza,lang7,íngèmĩ́mĩ,0.6667,parallel,38,4
week,NN,zómuru,lang6,dzamĩrizélimĩnĩ,0.9655,parallel,75,7
ten,CARD,vézi,lang6,bvézi,0.8889,parallel,75,7
race,NN,fúramu,lang6,fúramũ,1.0,parallel,75,7
to run,VB,rúzamu,lang6,arúzamũmũ,1.0,parallel,75,7
eye,NN,múru,lang6,mṹrudógorugo,1.0,parallel,54,5
bird,NN,túrumu,lang6,túrumũgo,1.0,parallel,54,5
to see,VB,vérima,lang6,avérimãmĩ,1.0,parallel,54,5
friend,NN,géri,lang2,þàqgéríqgììd,0.5263,parallel,25,9
five,CARD,náni,lang2,nàní,1.0,parallel,25,9
year,NN,vári,lang2,ggàrígàríní,0.7619,parallel,25,9
day,NN,sélimi,lang2,hélímígàríní,0.8333,parallel,25,9
time,NN,sólunu,lang5,Sólunulu,1.0,parallel,116,30
best,RB,górumu,lang5,nggórumu,0.8571,parallel,116,30
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,116,30
time,NN,sólunu,lang5,Sólunulu,1.0,parallel,116,30
worst,RB,mórumu,lang5,mórumu,1.0,parallel,116,30
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,116,30
wisdom,NN,zárumu,lang5,dngàrumu,0.7143,parallel,116,30
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,116,30
foolishness,NN,bóruno,lang5,ngbóruno,0.8571,parallel,116,30
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,116,30
belief,NN,xórumu,lang5,xórumu,1.0,parallel,116,30
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,116,30
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,116,30
season,NN,tóruvoru,lang5,tóruvorulu,1.0,parallel,116,30
light,JJ,milili,lang5,mili,1.0,parallel,116,30
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,116,30
season,NN,tóruvoru,lang5,tóruvorulu,1.0,parallel,116,30
darkness,NN,miline,lang5,miline,1.0,parallel,116,30
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,116,30
spring,NN,vóruma,lang5,bvórumàlú,0.9412,parallel,116,30
hope,NN,góruma,lang5,nggóruma,0.8571,parallel,116,30
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,116,30
cold,JJ,ħórumu,lang5,tàħórumuvórumàlú,0.9333,parallel,116,30
despair,NN,górumano,lang5,nggórumàno,0.8889,parallel,116,30
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,116,30
beach,NN,bárolu,lang4,ðbàrùlúlú,0.8235,parallel,81,4
to read,VB,elirízimi,lang4,àyìlíríízímĩ́qgìmĩ,0.7097,parallel,81,4
student,NN,dóruma,lang7,ngdórúmõ̀dórúmõ̀gòòg,0.7879,parallel,16,12
computer,NN,kómuru,lang7,kómṹrúgómṹrú,1.0,parallel,16,12
together,RB,tírimi,lang7,tíírímĩ,0.9231,parallel,16,12
to learn,VB,sérimi,lang7,íngérímĩ́mĩ,0.8421,parallel,16,12
and,CONJ,hére,lang7,hérì,0.75,parallel,16,12
new,JJ,nérili,lang7,nẽ́rílí,1.0,parallel,16,12
agent,NN,dóranáruma,lang7,ngdórònõ̀rúmõ̀ngò,0.56,parallel,16,12
to create,VB,góruamu,lang7,úgórúòmṹgùmũ,0.75,parallel,16,12
to want,VB,vézimi,lang7,ívéngímĩ́mĩ,0.8421,parallel,16,12
training,NN,séravimi,lang3,séràvímĩ́lí,1.0,parallel,21,9
agent,NN,dóranáruma,lang3,þàdrànã̀rúmãã,0.8182,parallel,21,9
to learn,VB,sérimi,lang3,ízérímĩ́mĩ,1.0,parallel,21,9
and,CONJ,hére,lang3,hére,1.0,parallel,21,9
idea,NN,vérami,lang3,tàvéràmĩ́véràmĩ,0.9231,parallel,21,9
to grow,VB,dárimi,lang3,ídàrímĩ́mĩ,1.0,parallel,21,9
many,DT,zéreni,lang5,dngéreni,0.7143,parallel,79,10
student,NN,dóruma,lang5,ngdórumàdórumàgo,0.9032,parallel,79,10
data,JJ,téreni,lang5,térenili,1.0,parallel,79,10
system,NN,dórava,lang5,ngdóràva,0.8571,parallel,79,10
to learn,VB,sérimi,lang5,ingérimimi,0.8421,parallel,79,10
and,CONJ,hére,lang5,hére,1.0,parallel,79,10
evolution,NN,vóramu,lang5,bvóràmu,0.9231,parallel,79,10
to grow,VB,dárimi,lang5,idàrimimi,1.0,parallel,79,10
if,CONJ,héré,lang5,Héré,1.0,parallel,115,11
automation,NN,tóravimi,lang5,tóràgimili,0.9,parallel,115,11
to build,VB,fírimi,lang5,igírimimi,0.8889,parallel,115,11
many,DT,zéreni,lang5,dngéreni,0.7143,parallel,115,11
computer,NN,kómuru,lang5,kómurugómuru,1.0,parallel,115,11
efficient,JJ,hélirili,lang5,hélirili,1.0,parallel,115,11
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,115,11
and,CONJ,hére,lang5,Héré,1.0,parallel,115,11
agent,NN,dóranáruma,lang5,ngdórànàruma,0.9091,parallel,115,11
to create,VB,góruamu,lang5,ugóruwàmugomo,0.96,parallel,115,11
while,IN,hére,lang7,Hérì,0.75,parallel,50,13
agent,NN,dóranáruma,lang7,ngdórònõ̀rúmõ̀lú,0.6923,parallel,50,13
to build,VB,fírimi,lang7,ívíírímĩ́mĩ,0.9474,parallel,50,13
together,RB,tírimi,lang7,tíírímĩ,0.9231,parallel,50,13
training,NN,séravimi,lang7,hérèvímĩ,0.75,parallel,50,13
to grow,VB,dárimi,lang7,ídèrímĩ́gìmĩ,0.7273,parallel,50,13
and,CONJ,hére,lang7,Hérì,0.75,parallel,50,13
idea,NN,vérami,lang7,vvérèmĩ,0.7692,parallel,50,13
true,JJ,xéliri,lang7,xélírí,1.0,parallel,50,13
to be surprised,VB,vóruza,lang7,íngèmĩ́mĩ,0.6667,parallel,50,13
mist,NN,shíynimi,lang4,shííynĩ́mĩ́lí,0.9524,parallel,19,3
to see,VB,vérima,lang4,ígérímã̀mĩ,0.8889,parallel,19,3
rock,NN,kárunu,lang5,Kàrunugo,1.0,parallel,25,5
and,CONJ,hére,lang5,hére,1.0,parallel,25,5
to crash,VB,dúramu,lang5,udúràmumu,1.0,parallel,25,5
house,NN,dómuru,lang3,Þàdómṹrúgo,0.8889,parallel,36,8
to be surprised,VB,vóruza,lang3,ízàmĩ́mĩ,1.0,parallel,36,8
house,NN,dómuru,lang3,þàdómṹrú,0.8571,parallel,36,8
to lose,VB,dólumu,lang3,údólúmṹnõ,1.0,parallel,36,8
wind,NN,zéliri,lang4,dzélíríqgììn,0.6667,parallel,97,3
cloud,NN,nórumu,lang4,nṍrúmṹnṍrúmṹ,1.0,parallel,97,3
to grow,VB,dárimi,lang4,ídàrímĩ́zúmĩ,1.0,parallel,97,3
park,NN,vórulu,lang4,bvórúlúnṹ,0.9412,parallel,17,4
star,NN,félirina,lang4,félírúnã̀gélírínã,0.9375,parallel,17,4
to see,VB,vérima,lang4,ígérímã̀mĩ,0.8889,parallel,17,4
friend,NN,géri,lang5,ngqgériqgéri,0.8,parallel,56,10
together,RB,tírimi,lang5,tírimi,1.0,parallel,56,10
park,NN,vórulu,lang5,bvórululu,0.9412,parallel,56,10
to go,VB,bóromu,lang5,ngbóromumu,0.8889,parallel,56,10
to sing,"(ie, that which produces a song)",mánaruma,lang5,imànàrumàgomo,1.0,parallel,56,10
to want,VB,vézimi,lang5,igéngimimi,0.7368,parallel,56,10
if,CONJ,héré,lang2,héré,1.0,parallel,64,8
wind,NN,zéliri,lang2,ngélíríqgììd,0.5714,parallel,64,8
cloud,NN,nórumu,lang2,nórúmúnórúmú,1.0,parallel,64,8
to grow,VB,dárimi,lang2,ídàrímíngúmí,0.8696,parallel,64,8
bed,NN,súmuru,lang2,húúmúrúnú,0.8235,parallel,64,8
to sleep,VB,órumo,lang2,àórúmùgùmù,0.7,parallel,64,8
to want,VB,vézimi,lang2,ígéngímímí,0.7368,parallel,64,8
student,NN,dóruma,lang3,þàdrúmã̀drúmã̀gook,0.8387,parallel,76,9
park,NN,vórulu,lang3,tàvórúlúnṹ,0.8889,parallel,76,9
always,RB,zérani,lang3,tàzérànĩ,0.8571,parallel,76,9
to sing,"(ie, that which produces a song)",mánaruma,lang3,úmã̀nã̀rúmã̀mṹ,1.0,parallel,76,9
and,CONJ,hére,lang3,hére,1.0,parallel,76,9
very,RB,zúra,lang3,tàzúúrãã,0.6667,parallel,76,9
happy,JJ,férimala,lang3,férímã̀lãã,0.9412,parallel,76,9
to be surprised,VB,vóruza,lang3,ízàmĩ́mĩ,1.0,parallel,76,9
star,NN,félirina,lang2,kélírínàgélírínàqngà,0.7778,parallel,95,4
beautiful,JJ,lúmuralu,lang2,lúúmúràlú,0.9412,parallel,95,4
to be surprised,VB,vóruza,lang2,íngàmímí,0.8,parallel,95,4
morning,NN,kúrumuvóruma,lang2,Kúúrúmúvórúmànú,0.9655,parallel,52,5
sky,NN,féliri,lang2,kéríríní,0.875,parallel,52,5
sun,NN,fázumu,lang2,fàhúmúgù,0.75,parallel,52,5
to see,VB,vérima,lang2,ígérímàmí,0.8889,parallel,52,5
sun,NN,fázumu,lang4,fàsúmṹgù,0.875,parallel,37,8
sky,NN,féliri,lang4,férírílí,1.0,parallel,37,8
to climb,VB,fárumu,lang4,úfàrúmṹmṹ,1.0,parallel,37,8
bird,NN,túrumu,lang4,túúrúmṹtúúrúmṹgùùng,0.7647,parallel,37,8
beautiful,JJ,lúmuralu,lang4,lúúmṹràlú,0.9412,parallel,37,8
song,NN,mánaru,lang4,mã̀nã̀rú,1.0,parallel,37,8
to sing,"(ie, that which produces a song)",mánaruma,lang4,úmã̀nã̀rúmã̀mṹ,1.0,parallel,37,8
student,NN,dóruma,lang5,Zdórumàgo,0.8889,parallel,76,8
day,NN,sélimi,lang5,hélimini,0.875,parallel,76,8
water,NN,túzuma,lang5,túnguma,0.7692,parallel,76,8
to drink,VB,nízimi,lang5,iníngimimi,0.8421,parallel,76,8
quick,JJ,fúdurulu,lang5,fúduru,1.0,parallel,76,8
to learn,VB,sérimi,lang5,ingérimimi,0.8421,parallel,76,8
darkness,NN,miline,lang7,mṹlúnũ̀ngólúnṹnṹ,0.8276,parallel,23,7
sky,NN,féliri,lang7,kérírínĩ,0.875,parallel,23,7
moon,NN,lánumu,lang7,lònṹmṹgù,0.75,parallel,23,7
to see,VB,vérima,lang7,ívérímẽ̀mĩ,0.8889,parallel,23,7
student,NN,dóruma,lang3,Þàdrúmã̀drúmã̀gook,0.8387,parallel,6,8
classroom,NN,kórumu,lang3,kórúmṹnṹ,1.0,parallel,6,8
food,NN,záluma,lang3,tàzàlúmãã,0.8,parallel,6,8
to eat,VB,zálumu,lang3,úzàlúmṹmẽ,1.0,parallel,6,8
while,IN,hére,lang3,hére,1.0,parallel,6,8
teacher,NN,zúragúra,lang3,tàzúúràgúúràgook,0.8148,parallel,6,8
song,NN,mánaru,lang3,mã̀nã̀rú,1.0,parallel,6,8
to sing,"(ie, that which produces a song)",mánaruma,lang3,úmã̀nã̀rúmã̀mṹ,1.0,parallel,6,8
class,NN,déni,lang2,þàdénídéní,0.8889,parallel,94,7
program,NN,dóruva,lang2,þàdórúvàgà,0.75,parallel,94,7
to finish,VB,dérimi,lang2,ídérímímí,1.0,parallel,94,7
time,NN,sólunu,lang3,tàzàlúmṹzólúnṹgo,0.9333,parallel,85,2
to end,VB,nérimi,lang3,ínẽ́rímĩ́mĩ,1.0,parallel,85,2
tomorrow,RB,vóruna,lang3,tàvórúnãã,0.8,parallel,107,6
sun,NN,fázumu,lang3,fàsúmṹgo,1.0,parallel,107,6
to rise,VB,vóvuma,lang3,úvóvúmã̀mṹ,1.0,parallel,107,6
who,WH,lízire,lang5,Língeràwo,0.75,parallel,70,6
this,DT,kogo,lang5,kogo,1.0,parallel,70,6
to give,VB,tórumu,lang5,utórumumu,1.0,parallel,70,6
friend,NN,géri,lang6,þagérige,0.8571,parallel,11,9
to eat,VB,zálumu,lang6,umãzumãmũ,1.0,parallel,11,9
coffee,NN,kávuru,lang6,kavuru,1.0,parallel,11,9
always,RB,zérani,lang6,dzéranĩ,0.9231,parallel,11,9
to drink,VB,nízimi,lang6,inĩ́zimĩmĩ,1.0,parallel,11,9
student,NN,dóruma,lang7,ngdórúmõ̀gù,0.6667,parallel,22,4
life,NN,múranu,lang7,mṹṹrònṹngólúnṹ,0.7692,parallel,22,4
to give,VB,tórumu,lang7,údéròmõ̀dérímĩ́mĩ,0.8667,parallel,22,4
this,DT,kogo,lang2,Kùgù,0.5,parallel,107,5
program,NN,dóruva,lang2,þàdórúvàgà,0.75,parallel,107,5
very,RB,zúra,lang2,ngúúràgà,0.5,parallel,107,5
extraordinary,JJ,zórazalu,lang2,ngóràngàlú,0.6667,parallel,107,5
to be surprised,VB,vóruza,lang2,íngàmímí,0.8,parallel,107,5
river,NN,zárunu,lang5,dngàrunubàrolulu,0.8667,parallel,113,9
to go,VB,bóromu,lang5,ngbóromuqgeme,0.8696,parallel,113,9
very,RB,zúra,lang5,dngúra,0.6,parallel,113,9
happy,JJ,férimala,lang5,kérimàlàqgà,0.7368,parallel,113,9
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,113,9
world,NN,mógo,lang7,Mṍgùhpórúmṹ,0.8182,parallel,93,5
world,NN,mógo,lang7,mṍgùnṹ,0.8333,parallel,93,5
free,JJ,múranulu,lang7,mṹṹrònṹlú,0.8235,parallel,93,5
to be surprised,VB,vóruza,lang7,íngèmĩ́mĩ,0.6667,parallel,93,5
should,MD,dézimi,lang7,ngdéngímĩ,0.6667,parallel,93,5
person,NN,náruma,lang6,nãrumãnãrumãgo,0.9655,parallel,28,9
book,NN,ládamóluru,lang6,ladamṍluruladamṍluru,1.0,parallel,28,9
to read,VB,elirízimi,lang6,ielirízimĩnẽ,1.0,parallel,28,9
library,NN,pánuru,lang6,panũru,1.0,parallel,28,9
empty,JJ,sám,lang6,sam,1.0,parallel,28,9
to be surprised,VB,vóruza,lang6,izamĩmĩ,1.0,parallel,28,9
if,CONJ,héré,lang3,Héré,1.0,parallel,69,10
friend,NN,géri,lang3,þàgéríe,0.8333,parallel,69,10
new,JJ,nérili,lang3,nẽ́rílí,1.0,parallel,69,10
song,NN,mánaru,lang3,mã̀nã̀rú,1.0,parallel,69,10
to sing,"(ie, that which produces a song)",mánaruma,lang3,úmã̀nã̀rúmã̀mṹ,1.0,parallel,69,10
student,NN,dóruma,lang3,þàdrúmã̀drúmã̀gо,0.8571,parallel,69,10
happy,JJ,férimala,lang3,férímã̀lãã,0.9412,parallel,69,10
to be surprised,VB,vóruza,lang3,ízàmĩ́gemĩ,1.0,parallel,69,10
garden,NN,kóvunu,lang3,kóvúnṹnṹ,1.0,parallel,38,4
food,NN,záluma,lang3,þàgànõmṹ,0.8571,parallel,38,4
to eat,VB,zálumu,lang3,úzàlúmṹmṹ,1.0,parallel,38,4
window,NN,vólumu,lang4,bvólúmṹlú,0.9412,parallel,83,5
star,NN,félirina,lang4,félírínã̀gélírínã̀qgà,0.8571,parallel,83,5
to see,VB,vérima,lang4,ígérímã̀mĩ,0.8889,parallel,83,5
while,IN,hére,lang5,Hére,1.0,parallel,61,11
garden,NN,kóvunu,lang5,kóvunulu,1.0,parallel,61,11
to walk,VB,búlumu,lang5,àvúlumumu,0.8889,parallel,61,11
together,RB,tírimi,lang5,tírimi,1.0,parallel,61,11
new,JJ,nérili,lang5,nérili,1.0,parallel,61,11
song,NN,mánaru,lang5,mànàrumànàru,1.0,parallel,61,11
to sing,"(ie, that which produces a song)",mánaruma,lang5,ungànumumu,0.8421,parallel,61,11
life,NN,múranu,lang5,múrànulu,1.0,parallel,72,7
and,CONJ,hére,lang5,hére,1.0,parallel,72,7
to be surprised,VB,vóruza,lang5,ingàminemi,0.8421,parallel,72,7
to travel,VB,trávimi,lang5,itràgimimi,0.9,parallel,104,12
very,RB,zúra,lang5,dngúra,0.6,parallel,104,12
and,CONJ,hére,lang5,Hére,1.0,parallel,104,12
coffee,NN,kávuru,lang5,kàvuru,1.0,parallel,104,12
to need,VB,dézimi,lang5,idéngimimi,0.8421,parallel,104,12
observatory,NN,múnaru,lang4,Mṹṹnã̀rúnṹ,0.9412,parallel,1,6
planet,NN,zánguru,lang4,dzàngúrúkù,0.8421,parallel,1,6
telescope,NN,pélani,lang4,pélànĩ́qgì,0.8235,parallel,1,6
to see,VB,vérima,lang4,ígérímã̀mĩ,0.8889,parallel,1,6
student,NN,dóruma,lang2,þàdórúmàdórúmàgùùg,0.7879,parallel,77,14
observatory,NN,múnaru,lang2,múúnàrúlú,0.9412,parallel,77,14
to go,VB,bóromu,lang2,þàbórùmúmú,0.7778,parallel,77,14
student,NN,dóruma,lang2,þàdórúmàdórúmàgùùg,0.7879,parallel,77,14
program,NN,dóruva,lang2,þàdórúvàgà,0.75,parallel,77,14
new,JJ,nérili,lang2,nérílí,1.0,parallel,77,14
algorithm,NN,fénara,lang2,kénàràqngà,0.625,parallel,77,14
to create,VB,góruamu,lang2,úgórúàmúgùmù,0.8333,parallel,77,14
to want,VB,vézimi,lang2,ígéngímímí,0.7368,parallel,77,14
if,CONJ,héré,lang4,Héré,1.0,parallel,33,11
satellite,NN,xúbaru,lang4,xúúbàrúgùùng,0.6667,parallel,33,11
sky,NN,féliri,lang4,félírínĩ,1.0,parallel,33,11
storm,NN,fázuma,lang4,fàzúmã̀gù,0.875,parallel,33,11
to see,VB,vérima,lang4,ígérímã̀mĩ,0.8889,parallel,33,11
many,DT,zéreni,lang4,dzérìnĩ,0.7692,parallel,33,11
person,NN,náruma,lang4,nã̀rúmã̀nã̀rúmã̀gùùng,0.8125,parallel,33,11
new,JJ,nérili,lang4,nẽ́rílí,1.0,parallel,33,11
data,JJ,téreni,lang4,térìnĩ,0.8333,parallel,33,11
to want,VB,vézimi,lang4,ígézímĩ́qgìmĩ,0.6957,parallel,33,11
sister,NN,náziri,lang2,nàngíríqgì,0.6667,parallel,105,5
market,NN,márunu,lang2,màrúnúnú,1.0,parallel,105,5
song,NN,mánaru,lang2,mànàrúmànàrú,1.0,parallel,105,5
to write,NN,nárumu,lang2,únàrúmúmú,1.0,parallel,105,5
garden,NN,kóvunu,lang7,Kóvúnṹnṹ,1.0,parallel,15,3
cat,NN,mázumu,lang7,mõ̀ngúmṹgù,0.5882,parallel,15,3
to sleep,VB,órumo,lang7,òórúmũ̀mṹ,0.75,parallel,15,3
morning,NN,kúrumuvóruma,lang6,kúrumũvórumãnũ,1.0,parallel,105,5
tea,NN,téziri,lang6,téziri,1.0,parallel,105,5
to drink,VB,nízimi,lang6,inĩzimĩmĩ,1.0,parallel,105,5
to be surprised,VB,vóruza,lang7,íngèmĩ́mĩ,0.6667,parallel,92,3
homework,NN,dézari,lang2,Þàdéngàrí,0.6667,parallel,5,9
to be surprised,VB,vóruza,lang2,íngàmímí,0.8,parallel,5,9
student,NN,dóruma,lang2,þàdórúmàdórúmàgùùg,0.7879,parallel,5,9
homework,NN,dézari,lang2,þàdéngàrú,0.6667,parallel,5,9
to memorize,VB,zólumu,lang2,úngólúmúmú,0.8421,parallel,5,9
